7.07375659136	3.82755074917
7.30881799742	3.76540059183
7.57441773256	3.7065756783
7.79150879224	3.66476713099
8.03332536391	3.63401645986
8.27100859274	3.59161775676
8.55815023242	3.53778155331
8.75837782018	3.520608396
9.02379393051	3.4895773343
9.24285695755	3.45243213069
9.53480021765	3.4134757604
9.78609991902	3.3774857062
10.0318043794	3.34412251999
10.2783978122	3.30774062963
10.5453656075	3.27044438258
10.7920778621	3.23982799242
11.0539901046	3.20732622624
11.3354234912	3.18432301089
11.5724151042	3.17788317114
11.7919376433	3.21119973642
12.0317272286	3.28204508168
12.2109794944	3.38067297607
12.4816675593	3.59020593063
12.6502191321	3.73007771032
12.8044772671	3.93916028963
12.9089168044	4.16782263183
12.9916018278	4.41192577716
13.0740085814	4.65783397735
13.1620543226	4.88906993063
13.2721792731	5.11891231545
13.365075723	5.35164669254
13.459216319	5.58103903355
13.5586613771	5.8089901816
13.6360110639	6.04935580901
13.7107775998	6.28392143201
13.7764736478	6.53785052651
13.8407445832	6.78917819275
13.8881438571	7.04129472625
13.9299622092	7.29495556084
13.976061328	7.53586253336
14.0118305155	7.78570342072
14.05242164	8.02493156005
14.0859636281	8.26704870702
14.1215640732	8.51268060309
14.140966524	8.77505265288
14.1666958175	9.02296628032
14.1819674313	9.27108285384
14.1985360298	9.51612767215
14.2149451848	9.75988012945
14.2314186912	10.0066000462
14.2476698909	10.2501162456
14.2633622388	10.4977526477
14.2754818996	10.7481917487
14.2960814838	10.9894910684
